id,start,end,event,size,state
2348,752960,794857,1,139,1
2349,410988,449209,1,30,1
2349,984862,991851,0,520,1
2349,1195857,1266027,1,314,1
2350,558472,667771,0,29,1
2328,15320,541423,1,400,0
2328,585195,762474,1,359,1
2329,0,15320,0,264,0
2329,777266,910902,1,255,1
2330,0,747154,1,93,0
2333,1338416,1717382,1,25,0
2356,0,163170,1,160,0
2359,296217,380339,1,37,1
2361,335,585,1,328,1
2361,19076,40902,0,377,1
2364,1235573,1421532,1,134,1
2365,57861,253001,1,38,0
2365,254461,295314,1,6821,1
2366,0,113306,1,51,0
2366,262981,488911,1,50,1
2368,356492,361768,1,628,1
2370,0,633906,0,27,0
2337,841724,1090068,0,35,1
2387,0,36355,0,10,0
2393,0,36355,0,10,0
2397,107188,1944123,0,66,1
2398,21539,53683,1,230,1
2401,1609998,1683162,1,242,1
2375,0,164,1,17,0
2405,98726,98790,1,87,1
2405,209883,540848,1,86,1
2406,423178,437444,1,227,1
2406,767377,838974,0,218,1
2406,838974,954294,0,217,1
2416,0,573268,0,277,0
2417,0,19889,0,30,0
2377,21233,74827,1,288,1
2377,76276,156597,1,276,1
2425,808837,812574,1,181,1
2427,63431,126868,1,106,1
2429,461588,611263,1,335,1
2429,1056471,1321589,1,335,1
2431,676930,688900,1,385,1
2431,688900,1237016,1,393,1
2432,19681,19787,1,409,0
2432,19787,32673,1,409,1
2434,19681,21304,1,404,0
2434,32301,32672,1,453,1
2434,41336,45793,1,512,1
2435,220320,264890,0,78,1
2435,1088254,1846105,0,78,1
2437,983093,1454426,0,48,1
2437,1454426,1740944,0,74,1
2439,1024944,1124216,1,312,1
2440,1812120,1833862,0,353,1
2442,509564,1104448,1,140,1
2444,0,80708,0,39,0
2445,547626,1305477,0,11,1
2448,22703,45942,0,145,1
2470,0,598924,1,22,0
2478,0,452682,0,180,0
2481,0,1795448,0,243,0
2485,0,769016,0,79,0
2486,0,15862,1,119,0
2490,1031206,1043742,1,485,1
2493,1283819,1536540,0,647,1
2498,68719,270281,0,1499,1
2499,0,2921,1,522,0
2499,102224,102734,1,1067,1
2501,8849,8885,1,1797,1
2501,8885,10211,1,1798,1
2501,18657,20249,1,2100,1
2503,20192,21624,1,389,1
2504,4782,20192,1,18,1
2504,20192,44608,0,18,1
2510,8436,9774,0,874,1
2512,104,1377,1,73,1
2512,3025,7109,1,79,1
2516,0,4782,1,15,0
2517,0,328363,1,375,0
2517,328363,628060,0,379,1
2520,0,11787,0,17,0
2521,616206,617928,1,224,1
2521,675172,690991,0,432,1
2524,165381,745623,1,329,1
2527,113,1185,1,93,1
2527,1718045,1836931,0,87,1
2457,240,1629971,0,140,1
2458,0,177514,1,44,0
2463,0,8901,0,947,0
2537,0,563710,0,114,0
2530,743904,939262,1,14,1
2530,939262,1424367,1,14,1
2533,442864,587344,1,87,1
2550,58823,69012,1,67,1
2555,533441,572262,0,133,1
2574,743529,1024781,0,110,1
2578,1742211,1784316,0,91,1
2580,0,116769,1,59,0
2587,0,1357487,0,30,0
2589,0,1347544,0,7,0
2591,932470,993160,1,1377,1
2594,0,1781178,0,45,0
2597,64,56085,1,106,1
2600,1646658,1717377,1,539,1
2602,0,633906,0,27,0
2560,0,874463,0,38,0
2561,0,155907,0,6,0
2562,1115107,1176477,1,60,1
2612,469250,490664,0,138,1
2612,636497,954300,0,139,1
2612,1274181,1317338,1,144,1
2620,0,1284370,0,71,0
2567,0,252562,0,214,0
2628,0,85678,0,41,0
2629,726992,1189830,0,71,1
2632,149827,207815,1,2187,1
2632,347095,463768,1,2098,1
2632,463768,628487,1,1992,1
2633,1281221,1713710,0,5,1
2636,0,344336,0,84,0
2638,0,59495,1,203,0
2638,1470314,1814650,0,244,1
2639,470313,541854,1,719,1
2639,541854,556971,1,725,1
2639,667724,701641,1,753,1
2643,0,1410,0,65,0
2646,1109527,1341566,1,157,1
2647,914601,942048,1,2709,1
2648,646017,654486,1,2680,1
2648,728703,729216,1,2670,1
2648,766834,773845,1,2716,1
2648,898011,914642,0,2705,1
2652,743530,1024782,0,96,1
2653,0,646021,1,96,0
2654,1695730,1920612,0,824,1
2667,0,1908669,0,20,0
2671,197021,594841,1,729,1
2685,0,116809,1,1610,0
2685,168468,347156,1,1415,1
2685,375561,376967,0,1479,1
2688,1136108,1431451,0,64,1
2697,0,157697,0,326,0
2699,1456965,1799897,0,892,1
2568,0,836840,1,36,0
2568,1118928,1119636,1,35,1
2571,0,1629971,0,28,0
2705,0,190090,0,27,0
2705,190090,347250,1,27,0
2707,0,244945,1,249,0
2707,509773,630578,1,36,1
2713,0,1349837,0,30,0
2716,0,497155,0,48,0
2711,0,1031652,0,154,0
2719,0,544891,0,117,0
2720,0,433446,0,9,0
2722,368482,809408,1,40,1
2729,1403885,1536354,0,1046,1
2739,0,466726,0,12,0
2740,0,9923,1,913,0
2741,889839,897150,1,1065,1
2741,952481,1021143,1,1076,1
2743,444519,450543,1,284,1
2743,519205,610670,1,282,1
2743,708626,916889,1,288,1
2746,0,72514,1,930,0
2746,889836,897147,1,853,1
2750,697622,704933,1,1695,1
2750,704933,760265,1,1686,1
2751,912153,952481,1,1488,1
2751,1597881,1863875,0,1464,1
2754,1717382,1802692,0,13,1
2760,422428,441335,0,296,1
2760,526274,563865,1,322,1
2761,15914,141857,1,7,1
2764,998,34638,1,76,1
2764,34638,34705,1,124,1
2765,91760,130741,1,92,1
2940,20966,40078,1,336,1
2941,9253,15980,0,66,0
2943,0,1839093,0,279,0
2944,322108,454433,1,938,1
2945,454433,465042,1,938,1
2945,1269735,1868943,0,946,1
2957,1007841,1338414,0,102,1
2963,0,999266,0,178,0
2965,393141,999265,0,13,0
2965,999265,1001578,1,196,0
2967,999265,1001578,1,234,0
2967,1007840,1208995,1,238,1
2969,1208998,1338415,0,27,1
2971,103469,351813,0,71,1
2974,1560584,1717379,1,95,1
2976,0,1338416,0,229,0
2981,1445656,1458644,1,2218,1
2985,1717381,1724709,1,88,1
2987,1717381,1965725,0,52,1
2993,0,475147,0,13,0
2996,69480,81215,1,1806,1
2996,385831,443670,1,2162,1
2996,443670,478156,1,2162,1
2996,593698,594066,1,2246,1
2996,594066,600674,1,2236,1
3001,0,62126,0,13,0
3010,0,62126,0,28,0
3019,0,631984,0,68,0
3022,0,62126,0,42,0
3031,1717382,1965726,0,77,1
3037,1338416,1717382,1,274,0
3045,25959,27295,0,492,0
3046,0,138345,1,105,0
3046,138345,169848,1,165,1
3047,0,1813844,0,18,0
3049,754700,956744,1,165,1
3025,153456,396959,0,26,1
3029,658553,692708,1,2334,1
3029,692708,1146889,1,2335,1
3029,1912258,1925444,0,2496,1
3055,0,491,1,1017,0
3055,491,34492,1,1017,1
3055,34492,97232,0,1017,1
3052,286168,320500,1,510,1
3057,0,651051,0,538,0
3061,0,1505400,0,1,0
2772,55692,61028,1,691,1
3074,497168,1049985,1,257,0
3074,1209444,1212626,1,257,1
3076,374624,384818,1,1676,1
3089,0,680874,0,22,0
2781,0,1338416,0,209,0
2786,1338415,1478661,1,69,1
2794,1338415,1490022,1,643,0
2800,1717381,1965725,0,12,1
2804,1717382,1965726,0,99,1
2805,0,420827,1,20,0
2807,0,475147,0,24,0
2812,1010143,1338415,0,31,1
3095,243732,908733,1,181,1
3100,40580,270552,1,1440,1
3101,36930,108999,1,141,1
3101,424479,424988,1,796,1
3103,5725,28584,1,80,1
3103,46707,51884,1,84,1
3105,0,720618,0,8,0
3108,159805,163703,1,403,1
3108,257587,278340,0,414,1
3108,278340,412044,0,416,1
3112,1414459,1633389,1,119,1
3117,83859,222474,1,1857,1
3121,0,368987,0,727,0
3130,470985,472370,1,740,1
3130,518945,593750,0,740,1
3133,0,27316,1,209,0
3140,0,1555397,0,95,0
3143,0,81991,0,1,0
3151,0,38990,1,18,0
3122,0,473867,0,616,0
3152,0,1338416,0,99,0
3155,641889,693166,1,390,1
3156,167172,169972,1,423,1
3156,169972,171731,1,421,1
3156,507182,599015,1,392,1
3156,976086,1027811,0,396,1
3156,1153605,1209472,1,393,1
3157,0,1377,1,596,0
3158,170097,273536,1,573,1
3161,379247,426378,1,368,1
3161,619126,651656,1,376,1
3161,651656,760906,1,377,1
3161,774035,873164,1,390,1
3161,1076181,1086488,1,410,1
3162,165544,189677,1,355,1
3162,344833,379247,1,340,1
3163,417504,569288,0,17,1
3164,30212,225443,1,28,0
2822,0,244884,0,86,0
2825,0,133082,1,82,0
2828,421830,447903,0,233,1
2828,690456,720005,1,223,1
2828,875516,1071623,0,272,1
2829,283898,302272,0,87,1
2829,444814,444984,0,193,1
2829,766096,786361,1,315,1
2829,991731,1000663,1,341,1
2830,0,199212,1,145,0
2830,759523,804467,1,109,1
2832,633867,686995,1,230,1
2834,595991,660833,0,72,1
2836,0,136129,1,55,0
2838,425719,519141,0,159,1
2841,235663,240870,1,97,1
2842,0,240871,1,7,0
2843,164060,446249,1,25,1
2843,446249,714578,1,25,1
2844,61523,67469,1,269,1
2844,141482,242417,1,269,1
2844,328724,406117,1,264,1
2858,339096,724730,1,43,1
2859,0,244884,0,235,0
2860,60318,93906,1,335,1
2862,415513,507768,0,210,1
2863,406091,507770,0,387,1
2863,507770,543505,1,422,1
2866,783876,814720,1,391,1
2868,309213,660834,0,67,1
2871,130588,254409,1,476,1
2871,868707,869085,1,766,1
2871,925402,1034380,1,770,1
2872,282302,550631,1,104,1
2873,255871,362608,1,321,1
2874,53489,145705,0,210,1
2874,494324,519930,1,205,1
2875,175979,271963,1,415,1
2875,574260,588665,1,485,1
2877,765030,767886,0,438,1
2877,782291,787794,1,509,1
2878,0,187738,0,217,0
2882,233573,254409,1,50,0
2879,339096,724730,1,172,1
2884,415514,507769,0,177,1
2887,0,339096,1,60,0
2889,638584,724725,1,243,1
2891,16375,282301,1,101,1
2891,282301,714790,0,101,1
2892,470901,506934,1,152,1
2893,100283,203847,1,362,1
2893,586880,591286,1,365,1
2895,46220,54609,1,211,1
2895,163699,188711,1,219,1
2895,486175,586263,0,262,1
2899,0,136742,1,29,0
2901,96920,133081,1,217,1
2903,265370,339095,1,351,1
2903,462400,471674,1,422,1
2903,724721,733722,1,529,1
2907,0,435334,1,171,0
2908,282301,714790,0,109,1
2909,241615,246994,1,182,1
2909,246994,255873,1,182,1
2909,506934,661886,1,194,1
2914,0,254410,1,55,0
2917,78744,139258,1,225,1
2917,227646,227818,0,229,1
2919,453588,463812,1,67,1
2920,643547,1076036,0,59,1
2922,783786,817810,1,59,1
2923,872335,982108,0,193,1
2928,361353,519929,1,197,1
2929,869070,925411,1,689,1
2929,1027020,1034388,1,718,1
2931,106037,110969,1,90,1
2925,44026,53488,1,199,1
2926,254410,259135,1,333,1
2926,543207,566775,1,368,1
2927,75638,110970,1,367,1
2927,198427,219947,1,354,1
2933,82289,82290,1,403,1
2933,226039,433395,1,423,1
2934,211062,223230,1,80,1
2935,347656,417759,1,283,1
3168,705489,1267905,0,135,1
3172,1257457,1476387,1,241,1
3173,128352,1361094,0,106,1
3176,12833,15549,0,196,1
3184,0,14730,0,45,0
3187,903040,905539,1,2883,1
3187,930168,934522,1,2915,1
3187,1073032,1088482,1,2896,1
3187,1109054,1111869,1,2880,1
3187,1302950,1314687,1,1516,1
3187,1346314,1366598,1,1511,1
3187,1445989,1450085,1,1525,1
3188,369360,503894,1,3056,1
3192,0,1241188,1,199,0
3194,0,433446,0,14,0
3197,1146660,1147631,1,196,1
3199,1532290,1771485,1,501,1
3200,1043332,1061973,1,501,1
3202,0,32201,1,176,0
3203,206344,964143,1,3290,1
3203,964143,1132293,1,3048,1
3179,0,11909,1,153,0
3179,111560,181022,1,174,1
3211,91083,124104,0,123,1
3214,161126,189914,0,1070,1
3224,0,234699,1,145,0
3224,234699,1325384,1,143,1
3227,624282,975903,0,19,1
3229,19745,238648,1,195,1
3230,773422,912248,1,249,1
3233,0,238648,1,137,0
3236,1015386,1394352,1,303,0
3240,14293,18562,1,927,1
3240,52358,54545,0,1223,1
3241,32745,33563,1,1349,1
3241,58858,59550,1,1475,1
3241,59550,70625,0,1481,1
3241,1507764,1509265,1,2029,1
3241,1509265,1588245,1,2029,1
3242,301743,432584,1,804,1
3245,0,247865,0,26,0
3263,0,3824,1,17,0
3275,0,36355,0,13,0
3291,0,36355,0,10,0
3302,0,36355,0,10,0
3306,0,36355,0,13,0
3309,0,1859314,0,66,0
3318,0,36355,0,10,0
3327,0,36355,0,10,0
3334,0,245804,0,284,0
3337,0,36355,0,10,0
3338,0,36355,0,10,0
3349,0,36355,0,10,0
3350,0,36355,0,10,0
3351,0,36355,0,10,0
3355,0,36355,0,10,0
3364,0,36355,0,10,0
3366,0,36355,0,10,0
3373,0,1843376,0,10,0
3375,0,1843376,0,10,0
3390,0,780569,0,37,0
3394,572339,657485,1,51,1
3397,572339,657485,1,40,1
3398,0,1143886,0,38,0
3401,186898,306610,1,313,1
3401,711815,986303,0,344,1
3402,1537794,1717381,1,60,1
3408,1338416,1537794,1,61,0
3411,0,694100,0,175,0
3414,379201,403235,1,778,1
3414,1270542,1272761,1,408,1
3415,391574,391583,1,2522,1
3415,837796,839712,1,2377,1
3415,1494355,1502894,1,2518,1
3450,778938,955823,1,1373,1
3455,1020677,1292401,1,609,1
3464,254410,339095,1,27,1
3462,1606687,1675832,1,894,1
3468,164847,384413,1,459,0
3463,1694553,1703525,1,1322,1
3432,0,410529,0,145,0
3430,1379316,1465697,1,1193,1
3442,420827,1338416,0,176,1
3446,102305,405691,0,1861,1
3477,156298,160362,1,30,1
3477,207454,311134,1,32,1
3480,0,455,0,75,0
3483,0,18093,0,55,0
3484,142091,150026,1,403,1
3485,120378,136405,1,503,1
3485,200894,205675,1,501,1
3487,169729,189879,0,183,1
3487,202389,348800,0,176,1
3491,408538,656882,0,43,1
3493,153155,156101,1,163,1
3494,0,17522,1,136,0
3494,517038,546451,0,114,1
3495,31051,78380,1,197,1
3496,0,6661,1,219,0
3498,299429,313825,1,220,1
3498,313825,369885,0,184,1
3499,96155,148060,0,110,1
3505,313312,402733,0,622,1
3506,0,6435,1,575,0
3506,6435,10790,1,555,1
3506,32136,32599,1,521,1
3506,32599,41068,1,505,1
3506,90647,91249,1,510,1
3506,142572,152858,1,653,1
3506,153083,153362,1,679,1
3506,193170,193173,1,824,1
3506,222183,242254,1,865,1
3506,259077,264883,1,872,1
3506,311633,333908,1,974,1
3506,361832,369134,1,1013,1
3507,0,152193,1,99,0
3509,0,58190,0,210,0
3513,118684,437014,1,23,1
3515,0,12312,0,224,0
3515,105901,183628,1,469,1
3515,495964,639608,0,549,1
3518,57813,118449,1,22,0
3519,460274,594846,0,160,1
3521,334842,583186,0,27,1
3522,57813,127521,1,28,0
3524,0,74118,1,48,0
3524,504301,533714,0,53,1
3525,108594,118448,1,68,1
3526,0,18162,1,107,0
3526,153656,469616,1,125,1
3527,209326,290728,1,926,1
3527,451283,452834,1,1089,1
3528,0,42075,0,35,0
3528,421037,669381,0,17,1
3533,183,38431,1,88,1
3534,265345,266335,1,839,1
3534,595873,637378,1,1480,1
3536,433732,682076,0,150,1
3537,0,90652,0,90,0
3545,469618,717962,0,62,1
3548,0,989437,0,50,0
3551,28018,278016,1,108,1
3551,278016,293419,1,108,1
3557,117475,202788,1,208,1
3557,372890,518574,1,230,1
3559,0,320984,1,10,0
3560,0,21781,0,990,0
3560,21781,131059,1,1053,0
3560,131059,320983,1,1091,1
3560,1229813,1338409,0,1153,1
3560,1402876,1402909,1,1167,1
3560,1602178,1662925,1,1208,1
3560,1717366,1721686,1,1226,1
3560,1743626,1753760,1,1238,1
3562,800385,833981,1,191,1
3563,1394413,1588810,1,104,1
3564,0,723700,1,124,0
3564,1360434,1394415,1,141,1
3576,1295290,1380631,0,15,1
3577,0,163760,0,14,0
3580,690201,1332181,0,61,1
3582,6230,263719,1,122,1
3587,746434,767081,1,59,1
3589,0,6230,1,94,0
3589,550139,715492,1,155,1
3590,0,163760,0,33,0
3595,0,123670,1,440,0
3569,490420,1059709,0,30,1
3597,49088,916438,0,83,1
3605,53903,957715,0,72,1
3607,341160,355071,1,561,1
3607,355071,487556,1,581,1
3607,575861,584564,1,625,1
3610,293420,453004,1,77,1
3616,0,293420,1,69,0
3619,293420,341163,1,48,1
3628,0,442376,1,49,0
3629,0,396252,1,24,0
3632,175377,1525214,0,41,1
3643,43804,51571,1,801,1
3643,101681,110796,1,804,1
3643,112146,112385,1,770,1
3643,112417,115232,1,791,1
3643,411867,412727,1,388,1
3644,1859,5806,1,806,1
3644,115230,125275,1,75,1
3645,175377,1525214,0,29,1
3646,0,155772,1,27,0
3651,0,391861,1,93,0
3651,391861,411465,1,62,1
3652,86760,878046,1,38,1
3656,1039452,1945324,0,26,1
3659,0,210212,1,22,0
3662,50224,453600,1,454,1
3662,1058603,1117077,1,259,1
3663,0,558542,0,261,0
3666,547923,1897760,0,70,1
3668,0,21631,1,240,0
648,6230,97361,1,104,1
650,550138,550200,1,27,1
3680,335510,597823,1,1668,1
3682,258,3128,0,1003,0
3682,337328,1150935,1,1111,0
3682,1232722,1248686,1,1143,1
3691,0,1862906,0,326,0
3692,0,1862906,0,1158,0
672,0,163760,0,9,0
674,122056,163760,0,189,1
675,6230,333560,1,137,1
675,550138,570073,1,149,1
675,1338410,1383756,1,144,1
658,0,1868339,0,1,0
681,724730,1076351,0,51,1
684,570140,696432,1,75,1
684,1338410,1717376,1,64,1
685,0,128353,1,45,0
665,565875,768471,0,193,0
688,333561,334285,1,52,1
689,0,34686,1,10,0
692,127210,132045,1,915,1
692,349469,373494,1,955,1
692,393398,411401,1,960,1
697,0,40531,0,218,0
700,0,1338416,0,112,0
702,1717382,1869510,0,86,1
703,1837326,1853414,1,784,1
713,1338416,1703524,0,1,0
715,0,1338416,0,1,0
715,1338416,1703524,0,1,0
717,0,420827,1,346,0
720,27092,645204,0,208,1
726,0,105326,0,14,0
728,6230,333560,1,167,1
728,333560,334284,1,167,1
728,752712,773305,1,161,1
736,6230,570075,1,25,1
751,110858,1438542,0,16,1
752,0,110858,1,16,0
753,616289,1079796,1,116,1
754,0,616289,1,111,0
757,0,59300,1,244,0
757,656074,691693,0,215,1
758,209242,223002,1,233,1
758,223002,326264,0,233,1
758,326264,379233,1,209,1
758,379233,467962,1,209,1
758,731740,780951,1,218,1
758,820724,842736,1,233,1
739,0,1338416,0,26,0
742,0,163197,0,20,0
765,0,1450598,0,11,0
766,0,1925158,0,170,0
775,333560,550121,0,22,1
777,6230,97361,1,231,1
778,0,333561,0,133,0
781,0,163760,0,32,0
782,333560,493873,1,32,1
787,0,1556865,0,20,0
790,57950,58213,1,823,1
791,9067,14902,1,821,1
3699,0,287172,1,13,0
3699,287172,535516,0,13,1
3703,0,287172,1,66,0
794,425841,455277,0,319,1
3705,0,952145,0,311,0
802,0,298031,1,76,0
802,1338413,1533102,1,68,1
805,29546,69718,1,39,1
807,1259153,1746224,1,355,1
807,1752993,1757181,1,352,1
3706,0,1791422,0,12,0
806,920272,1028749,1,142,1
806,1757186,1786599,0,146,1
3708,907686,928193,1,12,1
3710,0,1021,1,37,0
3710,71925,788274,0,39,1
3710,788274,1167240,1,39,1
3710,1167240,1252581,0,39,1
3717,0,163760,0,22,0
3726,0,907686,0,22,0
3727,0,163760,0,10,0
3716,927008,967574,1,18,0
3736,0,138732,0,149,0
3736,967574,1305974,1,149,1
3738,907686,1286652,1,20,0
3740,0,927008,0,10,0
3746,0,927008,0,10,0
3750,907686,1286652,1,26,1
3752,907686,1286652,1,48,0
3752,1286652,1371993,0,48,1
3761,0,163760,0,12,0
3776,321000,406341,0,14,1
3777,122094,163759,0,30,1
3778,641980,706482,0,19,0
3783,1286651,1371992,0,462,1
3785,334283,387196,1,65,1
3785,1338764,1717377,1,75,1
3791,641980,1020946,1,353,0
3793,706862,1020945,1,903,1
3795,430727,773309,1,283,1
3795,773309,1338413,0,285,1
3799,767080,1332184,0,58,1
3807,427425,907684,0,91,1
3803,857743,1338416,0,9,1
3805,0,207643,1,268,0
3805,207643,293227,1,269,1
3805,293227,333560,1,238,1
3812,0,163760,0,5,0
3826,0,163760,0,8,0
3827,907686,1286652,1,8,0
3827,1286652,1371993,0,8,1
3819,0,163760,0,12,0
3821,0,970,0,10,0
3841,564202,1332182,0,51,1
3843,1323905,1409246,0,15,1
3849,0,39002,0,126,0
3849,39002,116709,0,126,0
3849,116709,1338415,0,126,0
3855,321989,342582,1,12,1
3855,342582,907686,0,19,1
3860,122094,122114,1,101,1
3863,0,907686,0,25,0
3865,0,907686,0,26,0
3870,333558,391754,1,654,1
3870,1731533,1802715,0,653,1
3872,223086,281935,1,299,1
3878,0,298031,1,82,0
3874,328054,331464,1,66,1
3875,47093,334284,1,21,1
3888,1717379,1802720,0,216,1
3892,563842,563909,1,80,1
3896,7273,299402,0,7,0
3901,1286652,1371993,0,14,1
3905,0,907686,0,7,0
3909,132049,207347,0,5,0
3917,122094,163759,0,281,1
3919,0,163760,0,11,0
3921,0,59,1,41,0
3921,59,41704,0,41,1
3923,0,907686,0,29,0
3940,0,138732,0,55,0
3944,1338416,1717382,1,5,0
3945,0,163760,0,41,0
3948,0,62,1,251,0
3948,62,202578,1,251,1
3952,1717380,1802721,0,164,1
3953,0,163760,0,51,0
3954,1247,82466,1,54,1
3954,927007,1305973,1,51,1
3960,1711147,1796488,0,20,1
3968,291801,327330,1,43,1
3974,0,757,1,50,0
3989,0,907686,0,24,0
3995,1286652,1371993,0,28,1
4003,80203,123716,1,387,1
4003,972566,1286649,1,384,1
4007,1263775,1286651,1,81,1
4013,1338414,1378980,1,53,1
4015,1338415,1378981,1,47,1
4017,0,1130772,0,84,0
4021,47094,333560,1,41,1
4022,1377582,1462923,0,30,1
4026,266682,694575,1,100,1
4026,927006,967572,1,100,1
4026,967572,1106569,1,108,1
4026,1305972,1317842,1,105,1
4029,0,565131,0,16,0
4033,0,177903,1,203,0
4035,1286652,1371993,0,35,1
4036,0,163760,0,206,0
4037,125066,223086,1,110,1
4039,1286652,1371993,0,17,1
4042,0,111923,0,10,0
4044,333561,411315,0,18,1
4045,0,757,1,284,0
4048,1338416,1717382,1,9,1
4052,0,261839,1,67,0
4052,261839,565130,0,67,1
4055,0,41704,0,67,0
4057,0,333561,1,6,0
4057,333561,550139,0,9,1
4058,81599,122056,1,397,1
4059,241072,565131,0,408,1
4066,0,181321,1,650,0
4066,1600669,1686010,0,636,1
4067,111973,163759,0,31,1
4069,0,907686,0,44,0
812,0,155260,0,61,0
821,570075,570142,1,28,1
821,570142,696434,1,29,1
823,0,6230,1,81,0
825,0,6230,1,6,0
813,90668,100223,1,49,1
814,523200,1300082,0,115,1
814,1708200,1764388,0,118,1
815,0,38331,0,41,0
833,409005,426442,1,473,1
833,509351,509437,1,456,1
833,1601102,1627197,0,223,1
834,426442,509351,0,43,1
829,339096,724730,1,20,1
859,1338416,1717382,1,29,0
860,0,315140,0,74,0
861,1717382,1965726,0,44,1
4070,116734,1929553,0,236,0
843,1717382,1965726,0,25,1
849,421977,1086307,1,196,1
855,1338416,1717382,1,359,1
4086,0,6265,0,73,0
870,0,96,1,289,0
873,1717376,1802717,0,166,1
